Frame,FlowX,FlowY
1,-0.0001839447,-0.00664093
2,0.00027317047,0.00074543
3,0.08703905,-0.06374275
4,0.0010189057,-0.0054522706
5,-0.001081562,-0.03911648
6,-0.0008198166,0.002195053
7,0.0008997536,-0.0026350403
8,0.0019490623,0.002780609
9,-0.0009734726,0.0024886322
10,0.003280773,0.038355332
11,0.0009622574,-0.009857979
12,-0.0010733032,-0.0040893937
13,0.025499057,0.021238633
14,-3.1700136e-05,0.0008908844
15,-0.0011790466,-0.013964043
16,0.0001512909,0.0012479401
17,-0.0014938546,-0.0024993133
18,-0.0005951309,0.0025947571
19,-0.00038164138,0.003718109
20,-0.0034906387,0.009792404
21,9.536743e-06,0.004647522
22,-0.0013856888,0.0074663926
23,-0.0015144921,-0.007856369
24,-0.00042274475,0.0029479598
25,0.0077267075,0.003828087
26,-4.776001e-05,0.0034941102
27,-0.0010585022,-0.002324562
28,0.002041111,-0.0129185105
29,0.00038116454,-0.0016721726
30,0.007340374,-0.019880561
31,-0.0019765855,0.0008921814
32,0.0015979195,-0.0038343049
33,0.01751463,0.0054844283
34,-0.0002044487,0.004851494
35,-0.0036853028,0.019088745
36,0.001705017,-0.005440922
37,-0.00062944414,0.0004819107
38,-0.0017404174,-0.0004570961
39,-0.0038426972,-0.0025605964
40,-0.0043658637,-0.008734455
41,-0.00012247085,-0.0025019455
42,0.0015262413,-0.0027894592
43,0.011516018,-0.023354873
44,-7.43103e-05,-0.0006334686
45,0.0037773706,-0.00783844
46,-0.0010329055,0.0031318855
47,0.0011755943,0.0022510337
48,-0.00014286042,0.01189703
49,-0.0010726929,0.008621063
50,-0.0050178147,0.0036793519
51,8.146286e-05,-0.00043907165
52,0.0009491348,-0.00062568666
53,0.016270198,-0.027691575
54,0.0014387512,0.0035552979
55,-0.005152607,0.022505647
56,0.00064195634,-0.0036909485
57,-0.0005529213,0.0014247132
58,-1.6040802e-05,0.0017018891
59,-0.00094894407,-0.0012390136
60,0.0017697907,0.000585022
61,-9.777069e-05,-1.1901855e-05
62,-0.00053829193,-0.001110382
63,-0.000115795134,0.00035369874
64,-0.001983528,0.004648285
65,0.0092991255,-0.005741577
66,-0.0006828117,-3.40271e-05
67,0.0015572739,-0.019509735
68,0.0046507264,-0.0019617463
69,-0.00024446487,0.0013162232
70,-0.003962574,-0.03863411
71,0.00027166365,-0.0002758789
72,-0.0060668564,0.118215255
73,-0.018394794,-0.07574616
74,0.0012179756,-0.0025525666
75,0.004720993,-0.03400528
76,-0.003941841,0.0006272316
77,-0.0012593269,0.0069263647
78,0.00042175292,-0.0029748345
79,0.0020578576,-0.0008784485
80,0.005315819,-0.004733038
81,-0.00044246673,0.0019494629
82,0.0003147888,0.0014378357
83,0.0020881845,-0.025143357
84,-0.0012881279,0.0011387634
85,0.006388149,-0.0076448824
86,0.00032062532,0.0021744538
87,-0.0011362839,-0.000928545
88,-0.0071865083,-0.00010723114
89,-0.00012622833,-0.0027600098
90,-0.0011711883,0.0075041964
91,-0.017292786,-0.0033205794
92,0.0021826935,-0.003213215
93,0.014118615,-0.029928217
94,0.0066397856,0.02112648
95,-0.0035867882,-0.011711044
96,0.0017296028,-0.001190567
97,0.0025497817,0.0022049714
98,-0.0033146285,0.0005875397
99,0.003135643,-0.0025556183
100,0.0027729035,-0.0050528715
101,0.0005982399,0.0020231723
102,-0.0015608215,0.009732742
103,0.0824432,-0.055726778
104,-0.00046041489,0.006037216
105,0.022898732,0.02221963
106,-0.0034255027,0.0018601513
107,-0.006154728,-0.00026180266
108,0.0032492257,0.0004187107
109,0.011663819,0.0034170533
110,0.02877844,0.013019104
111,0.002631035,9.338379e-05
112,-0.042008515,-0.013400726
113,0.01820568,0.017700272
114,0.01615446,0.001385727
115,0.037808057,0.012948151
116,-0.0108335875,-0.00013343811
117,-0.005096302,-0.0020285798
118,-0.0074501038,-0.0020568084
119,-0.020526543,-0.0005690765
120,0.04927475,0.004353485
121,-0.02691883,-0.0027008057
122,-0.011319275,-0.00085336686
123,-0.003050003,-0.0014907551
124,-0.0037794877,0.00088747026
125,-0.006101532,-0.0083891675
126,-0.0014035415,-0.00029107093
127,-0.0013652992,0.0022644615
128,-0.0020386123,-0.0020876026
129,-0.0009044075,-0.003636322
130,0.0010902595,-0.015762176
131,0.00026382448,0.001377945
132,0.0016156387,-0.00027565003
133,0.03625599,0.017143708
134,-0.0007813263,-0.00013389587
135,-0.0017943,-0.0014161682
136,-0.001411686,-0.00017570496
137,0.00042972565,-0.0008428478
138,0.0010816002,-0.0012887573
139,-0.0011356735,-0.0016374015
140,0.00144207,-0.004949417
141,0.0015745354,-2.0246505e-05
142,2.9659272e-05,-0.00046892167
143,0.010138836,-0.021249713
144,0.00032308578,0.0004882145
145,0.00013055801,-0.004465561
146,-0.0012755012,-0.00046165465
147,-0.0014764785,-0.0011297608
148,-0.0011337281,-0.00013038635
149,0.0018043709,0.00080154417
150,0.005520153,0.0010368347
151,-0.0008885574,-0.0038069533
152,0.0012072754,-0.0032400226
153,-0.00048074723,0.036494352
154,-0.0014064598,0.0009994698
155,-0.0010889625,0.0010630703
156,-0.000118026735,0.0023608399
157,-0.001895771,-0.00041694642
158,0.00020721435,-0.00070739747
159,0.0020878029,-0.0012784577
160,-0.00082895276,-0.0014068603
161,0.0010000038,-9.0675356e-05
162,-0.0014925385,0.0014474869
163,0.00028635026,-0.0037425233
