Time,FlowX,FlowY
1200.0333333333333,2.2818632,1.8065653
1200.0666666666666,2.4725025,2.1995313
1200.1,1.8311265,2.3930368
1200.1333333333334,1.4128189,2.5835192
1200.1666666666667,0.805703,2.2392745
1200.2,-0.0025841903,2.6185358
1200.2333333333333,-0.06581783,3.03154
1200.2666666666667,-0.39164597,2.7364738
1200.3,-0.16294037,2.5475302
1200.3333333333333,0.031491756,2.3301115
1200.3666666666666,-0.64956635,3.058866
1200.4,-1.1526147,2.367214
1200.4333333333334,-2.442043,1.1300026
1200.4666666666667,-3.238331,1.6574168
1200.5,-4.110096,1.0853562
1200.5333333333333,-4.5267615,0.4511677
1200.5666666666666,-4.6657276,1.1957933
1200.6,-3.8806057,0.92498475
1200.6333333333334,-2.992933,1.243589
1200.6666666666667,-1.8530079,0.72542685
1200.7,-0.94564384,3.048031
1200.7333333333333,-0.4683557,3.7970798
1200.7666666666667,0.9584157,4.012961
1200.8,2.2304316,1.6854457
1200.8333333333333,2.39417,1.0910165
1200.8666666666666,2.3936608,2.0147238
1200.9,3.7392545,1.3220438
1200.9333333333334,4.908038,0.6906267
1200.9666666666667,5.58035,3.0276783
1201.0,6.954099,2.072048
1201.0333333333333,8.045268,1.274112
1201.0666666666666,7.6289635,0.46893752
1201.1,7.3477197,1.6216664
1201.1333333333334,4.4645534,2.6895895
1201.1666666666667,4.314531,3.1869705
1201.2,3.1172101,3.1889071
1201.2333333333333,1.4622731,2.2358027
1201.2666666666667,0.4418526,2.8036954
1201.3,-0.1908713,1.4225606
1201.3333333333333,-1.0146687,1.2061448
1201.3666666666666,-2.7680752,3.3247576
1201.4,-4.5548415,-0.039839476
1201.4333333333334,-5.810709,-0.14415425
1201.4666666666667,-6.3014283,0.33007556
1201.5,-8.357909,0.32684955
1201.5333333333333,-8.765916,-1.527154
1201.5666666666666,-8.4432335,-0.9149506
1201.6,-6.960711,-0.0834656
1201.6333333333334,-6.4878893,0.53144217
1201.6666666666667,-4.829275,1.9011363
1201.7,-4.1667624,2.764414
1201.7333333333333,-2.4844215,2.7453535
1201.7666666666667,-1.0486654,0.45920563
1201.8,-0.6088105,2.7305284
1201.8333333333333,1.4441147,1.9915172
1201.8666666666666,2.2666736,2.8931975
1201.9,2.5491402,1.4516118
1201.9333333333334,2.3891501,2.5964398
1201.9666666666667,2.6431365,0.7124613
1202.0,2.1023147,-0.17590412
1202.0333333333333,0.09513754,-1.2896335
1202.0666666666666,-3.1458726,2.1573443
1202.1,-3.8583996,2.0213299
1202.1333333333334,-3.9218605,4.1429505
1202.1666666666667,-3.108975,2.3963685
1202.2,-2.604862,3.5124183
1202.2333333333333,-2.8899908,0.2353807
1202.2666666666667,-3.5116751,1.797007
1202.3,-3.0601106,1.4885706
1202.3333333333333,-3.5071628,-0.08761433
1202.3666666666666,-4.238402,3.655207
1202.4,-5.734951,2.9319239
1202.4333333333334,-7.5857515,3.8547683
1202.4666666666667,-8.747686,0.32393134
1202.5,-6.617563,1.0860791
1202.5333333333333,-7.048765,0.23613171
1202.5666666666666,-5.10858,2.3822863
1202.6,-2.4632401,0.8677058
1202.6333333333334,-1.4208788,2.9019232
1202.6666666666667,-1.1713046,2.175635
1202.7,-0.7637771,0.13345021
1202.7333333333333,-1.1053138,2.2237253
1202.7666666666667,-1.3852466,1.7016988
1202.8,-1.2013494,2.6504712
1202.8333333333333,-1.0751482,0.44737765
1202.8666666666666,-1.0859098,0.09983234
1202.9,0.16571113,0.55175304
1202.9333333333334,1.8529582,0.84932417
1202.9666666666667,2.3857508,1.540752
1203.0,2.942314,1.8448883
1203.0333333333333,2.8422666,4.034375
1203.0666666666666,2.0772827,4.251753
1203.1,2.0500617,1.8431796
1203.1333333333334,1.6915659,-0.76709074
1203.1666666666667,0.9774895,-3.7969499
1203.2,-0.028594607,-2.1140816
