Frame,FlowX,FlowY
1,2.1957781,3.4798887
2,2.765273,3.6140485
3,2.7605581,2.458726
4,2.024095,3.5855877
5,2.7671661,2.5781696
6,2.5351193,2.2016172
7,3.435254,1.4208536
8,3.2004316,1.6919669
9,4.948202,1.3232949
10,4.396016,1.4095697
11,5.331197,2.505214
12,5.6062293,2.95425
13,6.105495,2.5918014
14,5.772777,2.887146
15,6.6226974,0.96372485
16,6.774863,-1.478297
17,6.265679,2.2955096
18,5.8503346,-1.087339
19,6.004931,2.3613708
20,4.508223,-0.02686203
21,5.191897,0.81467485
22,3.3926282,1.4379404
23,2.913023,0.26621577
24,2.985045,2.9273694
25,2.4408956,1.6032691
26,2.340712,0.43793568
27,1.8509834,1.0029321
28,2.2765005,0.93223876
29,2.994828,1.0891824
30,3.0019846,1.1642562
31,3.2150333,2.8364117
32,2.2465024,3.3763082
33,-0.4877015,1.0655692
34,-0.67848814,3.6703284
35,-6.1214275,3.022015
36,-2.867435,5.3869877
37,-1.4433801,4.66262
38,-0.90984815,4.7026496
39,1.7949492,3.6422682
40,2.6776419,2.7896683
41,3.5926735,4.792991
42,2.7105227,3.3516138
43,3.9907005,1.3963585
44,5.6554017,3.4542458
45,5.72244,-0.43204102
46,7.6765575,-1.9477127
47,8.2726145,0.6228137
48,8.489119,-0.010619087
49,8.240946,-0.75279915
50,7.916685,0.56100094
51,7.096734,0.21142794
52,4.6931114,1.2966005
53,4.825857,0.6022026
54,3.3410215,0.37651154
55,1.7103827,3.1143894
56,1.6044784,0.7371606
57,1.2421871,2.203689
58,2.139953,0.68455905
59,3.2928617,0.67288923
60,2.8656988,1.6359845
61,3.388905,1.6784325
62,3.202165,4.627054
63,3.9096491,-0.43201813
64,3.5659075,1.5489781
65,4.0599976,1.6549208
66,4.396098,0.50169986
67,4.4887457,0.7423314
68,4.1294994,0.7154103
69,3.7808034,-1.2067798
70,3.5481331,-0.39206237
71,2.4047256,0.91393125
72,2.535209,1.5820172
73,1.8183212,5.477986
74,2.3267264,5.03153
75,3.9892514,2.8831918
76,3.775373,3.4178164
77,0.9511297,2.3674266
78,0.60242414,2.7964032
79,-0.21747835,2.7100372
80,-0.33733734,3.3783283
81,-0.22949295,1.8310465
82,0.5397041,4.1998806
83,0.53704613,4.6410184
84,0.9515369,4.479969
85,0.49637008,5.577731
86,1.956133,4.4053025
87,3.9433868,2.5448039
88,6.1236634,1.4814099
89,8.060044,-0.33832872
90,8.355146,3.0137222
91,8.211679,0.92282575
92,7.2956586,1.9719054
93,6.1291194,2.718544
94,5.4663057,1.3688458
95,4.663072,4.521678
96,3.6199496,2.2590704
97,3.561958,1.3128711
98,2.77866,0.5420057
99,1.6817696,2.9584413
100,-0.22116975,2.9897993
101,-0.3279811,4.157488
102,-0.007424278,3.1715908
103,1.7800843,3.2021573
104,2.2254837,2.4719205
105,3.4058204,3.744702
106,4.2213674,2.6485674
107,4.2255754,2.0678153
108,4.5159755,3.450838
109,5.012256,-1.2743601
110,6.0597925,2.1850173
111,5.5532284,-1.60776
112,5.2599773,-2.3558204
113,5.152075,-0.7614893
114,4.373927,-0.08116963
115,4.9155116,1.500751
116,4.283611,5.22673
117,2.2448835,3.9702737
118,1.8679503,3.7745898
119,1.4799136,4.962047
120,0.389802,1.972266
121,1.5607936,3.560006
122,1.0325841,5.2167096
123,1.6142664,1.6204817
124,2.4641287,1.7328331
125,3.0497293,2.3149247
126,4.0822864,1.5306393
127,4.675006,1.9800857
128,3.754839,2.050778
129,4.50668,0.35087478
130,5.6208,0.8894937
131,7.506048,0.4672531
132,8.995727,-1.6650959
133,7.716042,-0.61526215
134,6.0990443,-1.6666956
135,4.340316,-0.21189363
136,1.5430667,2.236986
137,-0.06472227,2.977936
138,-1.0848483,4.96201
139,-0.14277944,2.9822116
140,0.1183132,-0.34621316
141,0.04756975,1.9068652
142,-0.08794172,1.4844977
143,0.30638605,3.0023196
144,0.543265,2.8793223
145,1.2043625,0.63731575
146,1.9998668,0.27795306
147,2.6597788,1.0038996
148,3.5330799,2.1805336
149,3.6110048,3.139142
150,2.797276,4.2395077
151,2.5143998,2.0217972
152,0.537844,1.9544501
153,-0.19939041,1.3740218
154,-0.36385205,2.6578155
155,1.1576204,2.6283097
156,2.2921488,2.6293466
157,3.8787754,3.6506402
158,4.658135,2.8312135
159,3.9955184,0.6271863
160,3.9851131,1.2538676
161,2.9833224,-0.56848186
162,2.3183038,-0.34823838
163,2.5356784,1.8981574
164,2.5648081,0.72970986
165,2.7764182,2.6160998
166,3.129241,2.0722191
167,3.3049767,2.7930267
168,1.8982038,3.1630933
169,1.882377,3.6808734
170,1.2341322,1.7005146
171,-0.16549845,4.396653
172,0.7556787,0.9473735
173,-0.16110867,3.9516218
174,1.9080235,1.3738391
175,0.8452664,1.739951
176,2.646865,3.647706
177,2.6871905,2.2787325
178,2.8792498,2.8316302
179,2.3869576,2.4212496
180,3.1798704,1.1207926
181,3.0586274,2.5102339
182,3.9376512,0.5960948
183,3.2363656,2.4200668
184,4.1728945,2.6362228
185,4.3600416,0.99235415
186,4.5081425,1.3355794
187,3.3384788,1.501188
188,2.6148522,1.2534826
189,2.2583246,0.8071707
190,2.1731234,1.3167099
191,3.0807526,0.8892048
192,2.9337292,1.2365187
193,3.1558752,0.6472821
194,4.1119385,0.9250595
195,3.98943,1.5246512
196,3.7243454,1.1952516
197,2.7865038,0.1551052
198,3.2026672,-0.38288897
199,2.334159,0.0098263165
200,2.435826,0.13663428
201,2.634009,1.4684578
202,2.0879536,0.18280429
203,2.9789872,0.10733021
204,1.9421952,2.115828
205,2.4433858,-0.66301423
206,0.9817432,1.4714308
207,0.72864366,0.7080455
208,-1.0134802,-0.43422526
209,0.21055725,2.4167628
210,0.19978933,3.0766537
211,0.7104358,3.4769921
212,0.3196462,3.9765124
213,-0.20081858,0.9668814
214,-0.64768606,0.70435065
215,-0.15170702,1.329234
216,-3.941638,2.1737952
217,-0.25139955,1.5337323
218,-0.3254573,0.89288604
219,-0.36498916,4.3952003
220,-0.076143876,4.1676126
221,0.13651597,4.367678
222,-0.8451296,3.5564241
223,0.67817473,-0.72840613
224,1.9833676,-1.1987867
225,2.2653272,0.35628837
226,3.1632888,-0.46054733
227,2.4604654,3.2527268
228,3.5922935,0.6710192
229,5.8230357,-0.9216448
230,5.61594,3.437613
231,6.7967854,2.145656
232,4.61442,2.5054808
233,2.9585803,2.7682836
234,0.9427223,-0.43837312
235,-1.153922,0.48991004
236,0.69167143,2.8915763
237,1.1977942,-0.2409132
238,0.98921037,1.8961357
239,1.9297863,3.1725998
240,0.040313795,-0.7174541
241,3.5502887,3.2411716
242,2.501366,2.1076708
243,3.131743,1.1767213
244,3.5282252,1.7980999
245,4.0645056,0.19769639
246,5.0770936,-0.7110422
247,4.658767,1.4234877
248,2.6002522,-1.7690715
249,2.550062,0.07793823
250,0.57724,-0.6605331
251,-0.46855736,0.01460516
252,1.4897189,4.5006795
253,1.299298,4.3533187
254,-0.43218765,2.2219954
255,1.2568423,3.0958974
256,1.4841204,1.6533575
257,0.9772317,2.2950895
258,1.6258292,1.9967904
259,2.1907008,3.0687823
260,2.0656772,-0.55953586
261,1.6276761,0.37817618
262,1.0490187,1.3331845
263,0.4098629,1.839427
264,0.37939757,1.8781122
265,0.7570011,3.359279
266,0.46316117,2.5717225
267,2.2120676,1.0848716
268,4.6733866,-2.6823523
269,6.763027,-1.3151196
270,7.207093,-0.6729156
271,8.122021,-1.5823475
272,7.450183,0.27693948
273,4.939955,1.934356
274,2.8536713,1.7412513
275,-0.5525355,3.7030625
276,-2.2706175,3.0844312
277,-3.0347474,1.7052569
278,-4.937273,1.2498828
279,-4.6909456,2.874066
280,-5.456179,1.9925171
281,-4.768173,3.0776303
282,-3.0627167,2.0717
283,-2.588313,1.9123688
284,0.6053951,6.8799834
285,0.8860612,3.2716613
286,2.9349902,4.5730133
287,3.186919,2.4226768
288,4.31911,-0.2999703
289,5.466082,-2.176378
290,6.218136,0.07078202
291,7.4230585,-0.26191437
292,7.419198,1.7591897
293,6.294403,1.0473032
294,5.0385,0.5719248
295,3.5443118,3.9360747
296,1.9366881,3.4030786
297,1.990163,1.6550965
298,2.590518,3.9326234
299,1.5101252,1.0171895
300,2.0401852,1.4064696
301,3.497143,1.8252406
302,2.663473,-1.8034421
303,5.132278,-0.9617504
304,3.207558,-2.2876945
305,2.1936486,-0.44498044
306,1.7644572,2.2722404
307,1.3719418,1.9051695
308,1.0708002,1.0496923
309,2.5270166,0.086863615
310,3.9888191,-4.1487865
311,5.4491563,-2.0477722
312,4.819605,-0.06940054
313,4.1403,-1.0262764
314,3.3284636,0.84015894
315,-1.7509542,1.6931274
316,-4.1551495,4.2023606
317,-5.3626237,5.5184417
318,-4.632276,0.6158917
319,-5.325302,2.8669443
320,-5.64302,3.0922925
321,-5.5889344,5.192731
322,-5.13671,2.0810602
323,-2.4628623,5.447396
324,-0.94168943,1.6988373
325,0.71751183,4.102437
326,0.6010702,3.4236386
327,2.1769068,4.035303
328,2.9001837,3.2660835
329,3.5331354,3.638997
330,5.0240192,0.15910749
331,8.4750595,0.72859335
332,9.018512,-0.3644776
333,8.332397,-1.1603833
334,7.9282374,-0.7601403
335,6.4128547,-1.4681199
336,5.586338,1.7989872
337,3.8204758,2.383181
338,2.3923707,0.9830789
339,1.5373303,4.31562
340,-0.6875019,0.15967749
341,-2.6113605,2.2685668
342,-2.8741016,2.982888
343,-1.3563964,2.8616674
344,0.9061409,5.469788
345,1.7427707,1.5219405
346,3.5232046,3.0453568
347,2.562641,4.222376
348,1.5940692,0.925367
349,3.3688061,0.5291481
350,4.2079096,-1.0621358
351,5.9513483,-0.7753149
352,8.266056,-3.189707
353,8.352169,-0.14110231
354,7.7727222,0.13484783
355,6.9044633,-1.3056668
356,4.365741,-0.6324248
357,3.5175626,0.98837435
358,2.0457559,-0.68919265
359,1.3668894,0.3854578
360,1.7346315,1.2185016
361,0.020513477,1.5405229
362,-2.072981,3.0602949
363,-3.7872055,1.2508022
364,-4.822195,3.0147789
365,-3.6373916,1.5242496
366,-2.1030743,1.6460015
367,-0.94313127,2.1389046
368,0.4904049,4.6035576
369,0.56277525,2.428091
370,1.7463975,1.1684623
371,1.8939115,1.0731937
372,3.3582525,0.5127221
373,4.2171702,2.3107555
374,3.283395,-0.45864722
375,1.8287022,0.40058023
376,3.252556,0.4362262
377,1.3868816,3.8426492
378,3.5322626,4.1713033
379,3.7004898,4.1209607
380,2.2385943,-0.044706784
381,1.9070611,1.9536046
382,-0.448541,2.260753
383,-0.6327889,2.6396105
384,-0.07068325,4.739815
385,2.2164865,3.6156702
386,2.9527533,0.63210434
387,3.95275,-0.23276997
388,5.034822,2.1493182
389,4.518381,2.671413
390,4.6770077,0.48492026
391,6.4785285,1.195014
392,5.492867,-2.5619166
393,7.0090113,-1.2601146
394,5.908196,0.036741942
395,5.3896427,-1.8409374
396,4.1875944,0.24089777
397,1.4576358,-1.0114088
398,1.4902666,0.5013485
399,1.1412375,4.045683
400,-0.6216918,0.18362741
401,-2.3217878,1.972236
402,-3.2985134,1.7591153
403,-4.7201133,2.4919934
