LineString,Time,Amplitude,Decibels
"LINESTRING(-0.174582 51.502432, -0.174574 51.502825)",,0.04451097,8.43609047
"LINESTRING(-0.174574 51.502825, -0.174574 51.502905)",,0.04451097,8.43609047
"LINESTRING(-0.174574 51.502905, -0.174574 51.50299)",,0.04451097,8.43609047
"LINESTRING(-0.174574 51.50299, -0.174558 51.503094)",,0.04451097,8.43609047
"LINESTRING(-0.174558 51.503094, -0.174505 51.503229)",,0.04451097,8.43609047
"LINESTRING(-0.174505 51.503229, -0.174453 51.503334)",,0.04451097,8.43609047
"LINESTRING(-0.174453 51.503334, -0.174269 51.50365)",,0.04451097,8.43609047
"LINESTRING(-0.174269 51.50365, -0.174104 51.503866)",,0.04451097,8.43609047
"LINESTRING(-0.174104 51.503866, -0.173787 51.504252)",38:00,0.04451097,8.43609047
"LINESTRING(-0.173787 51.504252, -0.173431 51.504732)",,0.05330823,10.99171066
"LINESTRING(-0.173431 51.504732, -0.173431 51.504732)",,0.05330823,10.99171066
"LINESTRING(-0.173431 51.504732, -0.173419 51.504748)",,0.05330823,10.99171066
"LINESTRING(-0.173419 51.504748, -0.173209 51.505049)",,0.05330823,10.99171066
"LINESTRING(-0.173209 51.505049, -0.173135 51.505171)",,0.05330823,10.99171066
"LINESTRING(-0.173135 51.505171, -0.173078 51.505302)",,0.05330823,10.99171066
"LINESTRING(-0.173078 51.505302, -0.173046 51.50542)",,0.05330823,10.99171066
"LINESTRING(-0.173046 51.50542, -0.173038 51.505496)",,0.05330823,10.99171066
"LINESTRING(-0.173038 51.505496, -0.173031 51.505527)",,0.05330823,10.99171066
"LINESTRING(-0.173031 51.505527, -0.173019 51.505614)",,0.05330823,10.99171066
"LINESTRING(-0.173019 51.505614, -0.172998 51.505674)",,0.05330823,10.99171066
"LINESTRING(-0.172998 51.505674, -0.172982 51.505725)",,0.05330823,10.99171066
"LINESTRING(-0.172982 51.505725, -0.172948 51.505775)",,0.05330823,10.99171066
"LINESTRING(-0.172948 51.505775, -0.172266 51.506628)",,0.05330823,10.99171066
"LINESTRING(-0.172266 51.506628, -0.172212 51.506686)",,0.05330823,10.99171066
"LINESTRING(-0.172212 51.506686, -0.17217 51.506721)",,0.05330823,10.99171066
"LINESTRING(-0.17217 51.506721, -0.172147 51.506729)",,0.05330823,10.99171066
"LINESTRING(-0.172147 51.506729, -0.172147 51.506729)",,0.05330823,10.99171066
"LINESTRING(-0.172147 51.506729, -0.172125 51.506736)",39:00,0.05330823,10.99171066
"LINESTRING(-0.172125 51.506736, -0.172087 51.506749)",,0.04838315,8.89053154
"LINESTRING(-0.172087 51.506749, -0.172033 51.506751)",,0.04838315,8.89053154
"LINESTRING(-0.172033 51.506751, -0.171978 51.506746)",,0.04838315,8.89053154
"LINESTRING(-0.171978 51.506746, -0.171894 51.506729)",,0.04838315,8.89053154
"LINESTRING(-0.171894 51.506729, -0.17176 51.506692)",,0.04838315,8.89053154
"LINESTRING(-0.17176 51.506692, -0.171585 51.506647)",,0.04838315,8.89053154
"LINESTRING(-0.171585 51.506647, -0.171454 51.506609)",,0.04838315,8.89053154
"LINESTRING(-0.171454 51.506609, -0.171366 51.506586)",,0.04838315,8.89053154
"LINESTRING(-0.171366 51.506586, -0.171278 51.506572)",,0.04838315,8.89053154
"LINESTRING(-0.171278 51.506572, -0.171217 51.50658)",,0.04838315,8.89053154
"LINESTRING(-0.171217 51.50658, -0.171168 51.506595)",,0.04838315,8.89053154
"LINESTRING(-0.171168 51.506595, -0.171134 51.506608)",,0.04838315,8.89053154
"LINESTRING(-0.171134 51.506608, -0.171098 51.506626)",,0.04838315,8.89053154
"LINESTRING(-0.171098 51.506626, -0.171038 51.50666)",,0.04838315,8.89053154
"LINESTRING(-0.171038 51.50666, -0.170959 51.506712)",,0.04838315,8.89053154
"LINESTRING(-0.170959 51.506712, -0.170817 51.506806)",,0.04838315,8.89053154
"LINESTRING(-0.170817 51.506806, -0.170699 51.506895)",,0.04838315,8.89053154
"LINESTRING(-0.170699 51.506895, -0.170572 51.507007)",,0.04838315,8.89053154
"LINESTRING(-0.170572 51.507007, -0.170493 51.507081)",,0.04838315,8.89053154
"LINESTRING(-0.170493 51.507081, -0.17041 51.507172)",,0.04838315,8.89053154
"LINESTRING(-0.17041 51.507172, -0.170372 51.507217)",,0.04838315,8.89053154
"LINESTRING(-0.170372 51.507217, -0.17032 51.507289)",,0.04838315,8.89053154
"LINESTRING(-0.17032 51.507289, -0.170305 51.507328)",,0.04838315,8.89053154
"LINESTRING(-0.170305 51.507328, -0.170293 51.507361)",,0.04838315,8.89053154
"LINESTRING(-0.170293 51.507361, -0.170288 51.507417)",,0.04838315,8.89053154
"LINESTRING(-0.170288 51.507417, -0.170301 51.507486)",,0.04838315,8.89053154
"LINESTRING(-0.170301 51.507486, -0.170316 51.507592)",,0.04838315,8.89053154
"LINESTRING(-0.170316 51.507592, -0.170353 51.507874)",,0.04838315,8.89053154
"LINESTRING(-0.170353 51.507874, -0.170371 51.508043)",,0.04838315,8.89053154
"LINESTRING(-0.170371 51.508043, -0.170401 51.508351)",40:00,0.04838315,8.89053154
"LINESTRING(-0.170401 51.508351, -0.170401 51.508351)",,0.05690604,12.92213726
"LINESTRING(-0.170401 51.508351, -0.170436 51.508705)",,0.05690604,12.92213726
"LINESTRING(-0.170436 51.508705, -0.170556 51.509742)",,0.05690604,12.92213726
"LINESTRING(-0.170556 51.509742, -0.170591 51.509894)",,0.05690604,12.92213726
"LINESTRING(-0.170591 51.509894, -0.170639 51.510019)",,0.05690604,12.92213726
"LINESTRING(-0.170639 51.510019, -0.170699 51.51011)",,0.05690604,12.92213726
"LINESTRING(-0.170699 51.51011, -0.170776 51.510199)",,0.05690604,12.92213726
"LINESTRING(-0.170776 51.510199, -0.170894 51.510295)",,0.05690604,12.92213726
"LINESTRING(-0.170894 51.510295, -0.171027 51.510381)",,0.05690604,12.92213726
"LINESTRING(-0.171027 51.510381, -0.171312 51.510518)",,0.05690604,12.92213726
"LINESTRING(-0.171312 51.510518, -0.171646 51.510662)",41:00,0.05690604,12.92213726
"LINESTRING(-0.171646 51.510662, -0.171837 51.51074)",,0.06726533,12.10431671
"LINESTRING(-0.171837 51.51074, -0.171837 51.51074)",,0.06726533,12.10431671
"LINESTRING(-0.171837 51.51074, -0.17205 51.510827)",,0.06726533,12.10431671
"LINESTRING(-0.17205 51.510827, -0.172286 51.510919)",,0.06726533,12.10431671
"LINESTRING(-0.172286 51.510919, -0.172488 51.510999)",,0.06726533,12.10431671
"LINESTRING(-0.172488 51.510999, -0.172584 51.511047)",,0.06726533,12.10431671
"LINESTRING(-0.172584 51.511047, -0.17263 51.511107)",,0.06726533,12.10431671
"LINESTRING(-0.17263 51.511107, -0.172633 51.511153)",,0.06726533,12.10431671
"LINESTRING(-0.172633 51.511153, -0.172616 51.511204)",,0.06726533,12.10431671
"LINESTRING(-0.172616 51.511204, -0.172579 51.511272)",,0.06726533,12.10431671
"LINESTRING(-0.172579 51.511272, -0.172533 51.511324)",,0.06726533,12.10431671
"LINESTRING(-0.172533 51.511324, -0.172451 51.511386)",,0.06726533,12.10431671
"LINESTRING(-0.172451 51.511386, -0.172378 51.511424)",,0.06726533,12.10431671
"LINESTRING(-0.172378 51.511424, -0.172286 51.511473)",,0.06726533,12.10431671
"LINESTRING(-0.172286 51.511473, -0.172332 51.511448)",,0.06726533,12.10431671
"LINESTRING(-0.172332 51.511448, -0.172226 51.511519)",,0.06726533,12.10431671
"LINESTRING(-0.172226 51.511519, -0.172211 51.511533)",,0.06726533,12.10431671
"LINESTRING(-0.172211 51.511533, -0.172127 51.51155)",,0.06726533,12.10431671
"LINESTRING(-0.172127 51.51155, -0.172125 51.51155)",41:38,0.06726533,12.10431671
