geometry
POINT(-0.073847 51.514459)
POINT(-0.073861 51.51446)
POINT(-0.07392 51.514471)
POINT(-0.073958 51.514478)
POINT(-0.073966 51.514479)
POINT(-0.073974 51.514481)
POINT(-0.073988 51.514485)
POINT(-0.074193 51.514424)
POINT(-0.074239 51.514408)
POINT(-0.074308 51.514387)
POINT(-0.074343 51.514375)
POINT(-0.07444 51.514343)
POINT(-0.074572 51.514296)
POINT(-0.074754 51.514231)
POINT(-0.074827 51.514204)
POINT(-0.074922 51.514176)
POINT(-0.075152 51.514087)
POINT(-0.075214 51.514062)
POINT(-0.075242 51.514049)
POINT(-0.075298 51.514028)
POINT(-0.075406 51.513994)
POINT(-0.075463 51.513976)
POINT(-0.075528 51.513954)
POINT(-0.076013 51.51379)
POINT(-0.076106 51.513759)
POINT(-0.076376 51.513678)
POINT(-0.076449 51.513655)
POINT(-0.076522 51.513631)
POINT(-0.076587 51.513612)
POINT(-0.076661 51.513588)
POINT(-0.076713 51.513573)
POINT(-0.076747 51.513539)
POINT(-0.076777 51.513528)
POINT(-0.07685 51.513505)
POINT(-0.076911 51.513489)
POINT(-0.076968 51.51347)
POINT(-0.077058 51.513428)
POINT(-0.0771 51.513408)
POINT(-0.077181 51.513375)
POINT(-0.077456 51.513276)
POINT(-0.077473 51.51327)
POINT(-0.077553 51.513246)
POINT(-0.077566 51.513243)
POINT(-0.077566 51.513243)
POINT(-0.077635 51.513227)
POINT(-0.077722 51.513203)
POINT(-0.077765 51.513138)
POINT(-0.077797 51.513111)
POINT(-0.077849 51.513084)
POINT(-0.077899 51.513057)
POINT(-0.078111 51.512945)
POINT(-0.078321 51.512833)
POINT(-0.078439 51.512772)
POINT(-0.078655 51.51267)
POINT(-0.078857 51.51257)
POINT(-0.078857 51.51257)
POINT(-0.079117 51.512442)
POINT(-0.079225 51.512394)
POINT(-0.079345 51.512338)
POINT(-0.079534 51.512279)
POINT(-0.079681 51.512234)
POINT(-0.079916 51.512166)
POINT(-0.079979 51.51215)
POINT(-0.080051 51.512132)
POINT(-0.08013 51.512113)
POINT(-0.080209 51.512092)
POINT(-0.080385 51.512052)
POINT(-0.080811 51.511915)
POINT(-0.080832 51.511909)
POINT(-0.081246 51.511799)
POINT(-0.081575 51.511721)
POINT(-0.081843 51.511662)
POINT(-0.082109 51.511612)
POINT(-0.082316 51.511585)
POINT(-0.082506 51.511573)
POINT(-0.082679 51.511571)
POINT(-0.083 51.511576)
POINT(-0.083049 51.511246)
POINT(-0.083066 51.511117)
POINT(-0.083066 51.511117)
POINT(-0.083068 51.511102)
POINT(-0.083079 51.511039)
POINT(-0.083106 51.510945)
POINT(-0.083193 51.51066)
POINT(-0.083213 51.510594)
POINT(-0.083241 51.510517)
POINT(-0.083358 51.510204)
POINT(-0.083489 51.509895)
POINT(-0.083564 51.509746)
POINT(-0.083762 51.509428)
POINT(-0.083762 51.509428)
POINT(-0.083804 51.509361)
POINT(-0.083811 51.50935)
POINT(-0.083821 51.509317)
POINT(-0.084298 51.509377)
POINT(-0.085662 51.509552)
POINT(-0.08607 51.509609)
POINT(-0.08607 51.509609)
POINT(-0.08613 51.509617)
POINT(-0.086182 51.509624)
POINT(-0.086237 51.50963)
POINT(-0.086371 51.509654)
POINT(-0.08665 51.509687)
POINT(-0.086814 51.50971)
POINT(-0.087067 51.509746)
POINT(-0.087294 51.509778)
POINT(-0.087401 51.509793)
POINT(-0.087987 51.509877)
POINT(-0.088117 51.509897)
POINT(-0.088126 51.509899)
POINT(-0.088244 51.509918)
POINT(-0.088352 51.509937)
POINT(-0.088403 51.509948)
POINT(-0.088453 51.509958)
POINT(-0.08846 51.50996)
POINT(-0.088665 51.510011)
POINT(-0.088838 51.510059)
POINT(-0.089097 51.510134)
POINT(-0.089494 51.510249)
POINT(-0.089555 51.510265)
POINT(-0.089614 51.510281)
POINT(-0.089687 51.510303)
POINT(-0.089908 51.510369)
POINT(-0.090186 51.510426)
POINT(-0.090253 51.510435)
POINT(-0.091 51.510544)
POINT(-0.091118 51.510565)
POINT(-0.091199 51.510581)
POINT(-0.092002 51.510737)
POINT(-0.092262 51.510785)
POINT(-0.092407 51.510813)
POINT(-0.092523 51.510836)
POINT(-0.092638 51.510859)
POINT(-0.092689 51.510869)
POINT(-0.092722 51.510875)
POINT(-0.093009 51.510929)
POINT(-0.093174 51.510958)
POINT(-0.093223 51.510964)
POINT(-0.09327 51.51097)
POINT(-0.093433 51.510989)
POINT(-0.094107 51.511071)
POINT(-0.094561 51.511128)
POINT(-0.095044 51.51119)
POINT(-0.095312 51.511224)
POINT(-0.095548 51.511245)
POINT(-0.095882 51.511268)
POINT(-0.09594 51.511272)
POINT(-0.095991 51.51125)
POINT(-0.096022 51.51124)
POINT(-0.09613 51.511228)
POINT(-0.096848 51.511243)
POINT(-0.098717 51.511276)
POINT(-0.09996 51.511263)
POINT(-0.100614 51.511258)
POINT(-0.101439 51.51117)
POINT(-0.101545 51.511169)
POINT(-0.101614 51.511173)
POINT(-0.101645 51.51117)
POINT(-0.101974 51.511135)
POINT(-0.10226 51.511109)
POINT(-0.102375 51.511099)
POINT(-0.102558 51.511084)
POINT(-0.10288 51.511059)
POINT(-0.103504 51.511061)
POINT(-0.104093 51.511067)
POINT(-0.104697 51.51107)
POINT(-0.106075 51.511076)
POINT(-0.106919 51.511084)
POINT(-0.107082 51.511086)
POINT(-0.107136 51.511086)
POINT(-0.10729 51.511099)
POINT(-0.107471 51.511116)
POINT(-0.107611 51.511129)
POINT(-0.107892 51.511142)
POINT(-0.107957 51.51114)
POINT(-0.107999 51.511123)
POINT(-0.108 51.511113)
POINT(-0.108 51.511104)
POINT(-0.107998 51.511049)
POINT(-0.107997 51.510991)
POINT(-0.107996 51.510979)
POINT(-0.108008 51.51095)
POINT(-0.108251 51.510952)
POINT(-0.108292 51.510953)
POINT(-0.108327 51.510953)
POINT(-0.108453 51.510955)
POINT(-0.110174 51.510963)
POINT(-0.111176 51.510968)
POINT(-0.111653 51.510953)
POINT(-0.111983 51.510943)
POINT(-0.112312 51.51092)
POINT(-0.112566 51.5109)
POINT(-0.112863 51.510874)
POINT(-0.113252 51.510837)
POINT(-0.113349 51.510826)
POINT(-0.113368 51.510824)
POINT(-0.113736 51.510783)
POINT(-0.114144 51.510729)
POINT(-0.114414 51.510692)
POINT(-0.1147 51.510647)
POINT(-0.11529 51.510541)
POINT(-0.115441 51.51051)
POINT(-0.115488 51.510501)
POINT(-0.115543 51.51049)
POINT(-0.116112 51.510374)
POINT(-0.116548 51.510286)
POINT(-0.116936 51.510175)
POINT(-0.11736 51.510045)
POINT(-0.117435 51.510021)
POINT(-0.11777 51.509918)
POINT(-0.11823 51.509772)
POINT(-0.118496 51.509683)
POINT(-0.118649 51.509622)
POINT(-0.118826 51.509543)
POINT(-0.118892 51.509512)
POINT(-0.118921 51.509501)
POINT(-0.118943 51.509489)
POINT(-0.119013 51.509457)
POINT(-0.119303 51.509311)
POINT(-0.119626 51.509115)
POINT(-0.119812 51.509007)
POINT(-0.119852 51.50898)
POINT(-0.119874 51.508968)
POINT(-0.120005 51.508888)
POINT(-0.120229 51.508751)
POINT(-0.120421 51.508611)
POINT(-0.120608 51.508455)
POINT(-0.120784 51.508285)
POINT(-0.120903 51.508165)
POINT(-0.121025 51.508029)
POINT(-0.121145 51.50788)
POINT(-0.121353 51.507629)
POINT(-0.121565 51.507353)
POINT(-0.121652 51.50724)
POINT(-0.121671 51.50722)
POINT(-0.121691 51.507196)
POINT(-0.121779 51.507098)
POINT(-0.121851 51.507017)
POINT(-0.122144 51.50665)
POINT(-0.122267 51.506484)
POINT(-0.122305 51.506423)
POINT(-0.122377 51.506323)
POINT(-0.122399 51.506285)
POINT(-0.122418 51.506261)
POINT(-0.122464 51.506173)
POINT(-0.122674 51.505748)
POINT(-0.122877 51.50527)
POINT(-0.122981 51.504895)
POINT(-0.12301 51.504855)
POINT(-0.123068 51.504649)
POINT(-0.123078 51.504615)
POINT(-0.123113 51.504469)
POINT(-0.12312 51.50445)
POINT(-0.123127 51.504433)
POINT(-0.123261 51.50405)
POINT(-0.123424 51.503472)
POINT(-0.123424 51.503472)
POINT(-0.123485 51.503257)
POINT(-0.123509 51.503162)
POINT(-0.12361 51.502761)
POINT(-0.123784 51.502091)
POINT(-0.123821 51.501931)
POINT(-0.123872 51.501447)
POINT(-0.123919 51.50116)
POINT(-0.123935 51.501078)
POINT(-0.123959 51.500926)
POINT(-0.123964 51.500863)
POINT(-0.124028 51.500866)
POINT(-0.124198 51.500872)
POINT(-0.124526 51.500899)
POINT(-0.124629 51.500903)
POINT(-0.124845 51.500905)
POINT(-0.125177 51.500895)
POINT(-0.125563 51.500899)
POINT(-0.125749 51.500904)
POINT(-0.12586 51.500912)
POINT(-0.126146 51.500911)
POINT(-0.126325 51.500931)
POINT(-0.126405 51.50094)
POINT(-0.127088 51.500978)
POINT(-0.127116 51.500979)
POINT(-0.127228 51.501051)
POINT(-0.127308 51.501103)
POINT(-0.127376 51.501143)
POINT(-0.127449 51.501151)
POINT(-0.127485 51.501158)
POINT(-0.127512 51.501163)
POINT(-0.127865 51.501188)
POINT(-0.128319 51.501212)
POINT(-0.129447 51.501306)
POINT(-0.129492 51.501309)
POINT(-0.129589 51.501305)
POINT(-0.129619 51.501306)
POINT(-0.129696 51.50132)
POINT(-0.1298 51.50133)
POINT(-0.129847 51.501335)
POINT(-0.129908 51.501341)
POINT(-0.130045 51.50134)
POINT(-0.130106 51.501337)
POINT(-0.130163 51.501337)
POINT(-0.130301 51.501334)
POINT(-0.130723 51.50131)
POINT(-0.131731 51.501206)
POINT(-0.131781 51.5012)
POINT(-0.131781 51.5012)
POINT(-0.13328 51.501035)
POINT(-0.133837 51.500986)
POINT(-0.133912 51.500977)
POINT(-0.133985 51.500969)
POINT(-0.136299 51.50073)
POINT(-0.138571 51.50049)
POINT(-0.138641 51.500484)
POINT(-0.138715 51.500477)
POINT(-0.138947 51.500455)
POINT(-0.139071 51.500496)
POINT(-0.139098 51.500515)
POINT(-0.139144 51.500555)
POINT(-0.139168 51.500577)
POINT(-0.139249 51.500654)
POINT(-0.139465 51.500861)
POINT(-0.139522 51.500915)
POINT(-0.139572 51.500964)
POINT(-0.140048 51.501409)
POINT(-0.140073 51.501453)
POINT(-0.140076 51.501496)
POINT(-0.140079 51.501538)
POINT(-0.140029 51.501602)
POINT(-0.13997 51.501673)
POINT(-0.139934 51.501752)
POINT(-0.13992 51.501782)
POINT(-0.139913 51.501814)
POINT(-0.139912 51.50185)
POINT(-0.139914 51.501877)
POINT(-0.139931 51.502005)
POINT(-0.14001 51.502079)
POINT(-0.140103 51.502135)
POINT(-0.140152 51.502167)
POINT(-0.140209 51.502194)
POINT(-0.140266 51.502221)
POINT(-0.140355 51.502247)
POINT(-0.140442 51.502267)
POINT(-0.140532 51.502277)
POINT(-0.140634 51.502272)
POINT(-0.14082 51.502257)
POINT(-0.141086 51.502247)
POINT(-0.141089 51.502249)
POINT(-0.141361 51.502236)
POINT(-0.14202 51.502253)
POINT(-0.141931 51.502252)
POINT(-0.141929 51.502272)
POINT(-0.142036 51.502274)
POINT(-0.142037 51.502296)
POINT(-0.142037 51.502296)
POINT(-0.142037 51.502313)
POINT(-0.14204 51.502332)
POINT(-0.142148 51.502332)
POINT(-0.142201 51.502327)
POINT(-0.147989 51.502548)
POINT(-0.147989 51.502548)
POINT(-0.148842 51.50258)
POINT(-0.149234 51.502594)
POINT(-0.149336 51.502595)
POINT(-0.149411 51.502597)
POINT(-0.149493 51.502614)
POINT(-0.149576 51.502634)
POINT(-0.149705 51.502643)
POINT(-0.149842 51.502647)
POINT(-0.150013 51.502653)
POINT(-0.150259 51.502562)
POINT(-0.150406 51.50254)
POINT(-0.15062 51.502535)
POINT(-0.150694 51.502538)
POINT(-0.150942 51.502542)
POINT(-0.150984 51.502544)
POINT(-0.151641 51.502571)
POINT(-0.151693 51.502577)
POINT(-0.151743 51.502588)
POINT(-0.151784 51.502606)
POINT(-0.151809 51.502629)
POINT(-0.151829 51.502656)
POINT(-0.151932 51.502861)
POINT(-0.151976 51.502878)
POINT(-0.152046 51.502885)
POINT(-0.152118 51.502895)
POINT(-0.152229 51.502909)
POINT(-0.152349 51.502924)
POINT(-0.152446 51.502947)
POINT(-0.152473 51.502947)
POINT(-0.152473 51.502947)
POINT(-0.152446 51.502947)
POINT(-0.152494 51.502982)
POINT(-0.15251 51.503033)
POINT(-0.152518 51.503055)
POINT(-0.152526 51.50309)
POINT(-0.152561 51.503164)
POINT(-0.152581 51.503199)
POINT(-0.152594 51.503225)
POINT(-0.152641 51.503266)
POINT(-0.152742 51.503417)
POINT(-0.152767 51.503444)
POINT(-0.152803 51.503465)
POINT(-0.152835 51.503482)
POINT(-0.152875 51.503505)
POINT(-0.152925 51.503521)
POINT(-0.153001 51.503478)
POINT(-0.153073 51.503443)
POINT(-0.153163 51.503395)
POINT(-0.153297 51.503337)
POINT(-0.153439 51.503289)
POINT(-0.153594 51.50326)
POINT(-0.153903 51.503233)
POINT(-0.154068 51.503215)
POINT(-0.154211 51.503196)
POINT(-0.15432 51.503177)
POINT(-0.154463 51.503156)
POINT(-0.154554 51.503144)
POINT(-0.155639 51.503047)
POINT(-0.155903 51.503025)
POINT(-0.155903 51.503025)
POINT(-0.15715 51.502919)
POINT(-0.157902 51.502854)
POINT(-0.158405 51.50282)
POINT(-0.158446 51.502816)
POINT(-0.158525 51.502809)
POINT(-0.158613 51.5028)
POINT(-0.160107 51.50268)
POINT(-0.160643 51.502652)
POINT(-0.161328 51.502605)
POINT(-0.162272 51.502525)
POINT(-0.162578 51.502501)
POINT(-0.162843 51.502483)
POINT(-0.163152 51.502463)
POINT(-0.164548 51.502363)
POINT(-0.164878 51.502341)
POINT(-0.165096 51.50233)
POINT(-0.165284 51.502321)
POINT(-0.165627 51.502302)
POINT(-0.166499 51.502283)
POINT(-0.16841 51.502257)
POINT(-0.170196 51.502249)
POINT(-0.17042 51.50225)
POINT(-0.171692 51.502227)
POINT(-0.173065 51.502222)
POINT(-0.173149 51.502221)
POINT(-0.173858 51.502221)
POINT(-0.174196 51.502223)
POINT(-0.174344 51.502224)
POINT(-0.174421 51.502225)
POINT(-0.174446 51.502231)
POINT(-0.174481 51.502241)
POINT(-0.17451 51.502258)
POINT(-0.174537 51.502288)
POINT(-0.174544 51.502307)
POINT(-0.174544 51.502307)
POINT(-0.17456 51.502346)
POINT(-0.174562 51.502383)
POINT(-0.174582 51.502432)
POINT(-0.174574 51.502825)
POINT(-0.174574 51.502905)
POINT(-0.174574 51.50299)
POINT(-0.174558 51.503094)
POINT(-0.174505 51.503229)
POINT(-0.174453 51.503334)
POINT(-0.174269 51.50365)
POINT(-0.174104 51.503866)
POINT(-0.173787 51.504252)
POINT(-0.173431 51.504732)
POINT(-0.173431 51.504732)
POINT(-0.173419 51.504748)
POINT(-0.173209 51.505049)
POINT(-0.173135 51.505171)
POINT(-0.173078 51.505302)
POINT(-0.173046 51.50542)
POINT(-0.173038 51.505496)
POINT(-0.173031 51.505527)
POINT(-0.173019 51.505614)
POINT(-0.172998 51.505674)
POINT(-0.172982 51.505725)
POINT(-0.172948 51.505775)
POINT(-0.172266 51.506628)
POINT(-0.172212 51.506686)
POINT(-0.17217 51.506721)
POINT(-0.172147 51.506729)
POINT(-0.172147 51.506729)
POINT(-0.172125 51.506736)
POINT(-0.172087 51.506749)
POINT(-0.172033 51.506751)
POINT(-0.171978 51.506746)
POINT(-0.171894 51.506729)
POINT(-0.17176 51.506692)
POINT(-0.171585 51.506647)
POINT(-0.171454 51.506609)
POINT(-0.171366 51.506586)
POINT(-0.171278 51.506572)
POINT(-0.171217 51.50658)
POINT(-0.171168 51.506595)
POINT(-0.171134 51.506608)
POINT(-0.171098 51.506626)
POINT(-0.171038 51.50666)
POINT(-0.170959 51.506712)
POINT(-0.170817 51.506806)
POINT(-0.170699 51.506895)
POINT(-0.170572 51.507007)
POINT(-0.170493 51.507081)
POINT(-0.17041 51.507172)
POINT(-0.170372 51.507217)
POINT(-0.17032 51.507289)
POINT(-0.170305 51.507328)
POINT(-0.170293 51.507361)
POINT(-0.170288 51.507417)
POINT(-0.170301 51.507486)
POINT(-0.170316 51.507592)
POINT(-0.170353 51.507874)
POINT(-0.170371 51.508043)
POINT(-0.170401 51.508351)
POINT(-0.170401 51.508351)
POINT(-0.170436 51.508705)
POINT(-0.170556 51.509742)
POINT(-0.170591 51.509894)
POINT(-0.170639 51.510019)
POINT(-0.170699 51.51011)
POINT(-0.170776 51.510199)
POINT(-0.170894 51.510295)
POINT(-0.171027 51.510381)
POINT(-0.171312 51.510518)
POINT(-0.171646 51.510662)
POINT(-0.171837 51.51074)
POINT(-0.171837 51.51074)
POINT(-0.17205 51.510827)
POINT(-0.172286 51.510919)
POINT(-0.172488 51.510999)
POINT(-0.172584 51.511047)
POINT(-0.17263 51.511107)
POINT(-0.172633 51.511153)
POINT(-0.172616 51.511204)
POINT(-0.172579 51.511272)
POINT(-0.172533 51.511324)
POINT(-0.172451 51.511386)
POINT(-0.172378 51.511424)
POINT(-0.172332 51.511448)
POINT(-0.172286 51.511473)
POINT(-0.172226 51.511519)
POINT(-0.172211 51.511533)
POINT(-0.172127 51.51155)
POINT(-0.172125 51.51155)
