Time,FlowX,FlowY
1800.0333333333333,-0.28075492,1.4421687
1800.0666666666666,-0.62019885,4.3064113
1800.1,-1.1648328,1.3875166
1800.1333333333334,-1.9534097,0.2390029
1800.1666666666667,-0.84148407,-1.0748668
1800.2,-1.5635091,1.2813163
1800.2333333333333,-1.7245528,2.4627895
1800.2666666666667,-0.74866205,1.9315358
1800.3,-0.14468502,0.8370079
1800.3333333333333,1.1605959,2.120835
1800.3666666666666,0.4701041,8.383453
1800.4,-0.40361458,-1.53494
1800.4333333333334,-0.09712635,-5.9742937
1800.4666666666667,-3.2847564,-3.9037359
1800.5,-2.3459032,-3.2299922
1800.5333333333333,0.08595009,-4.069257
1800.5666666666666,1.7330436,0.11656196
1800.6,0.35566956,3.6108315
1800.6333333333334,0.79157776,4.711382
1800.6666666666667,-0.62634844,1.9015964
1800.7,-0.3209647,0.2629014
1800.7333333333333,0.062993854,2.5588331
1800.7666666666667,0.1693667,2.3973422
1800.8,0.7077124,0.7493921
1800.8333333333333,-0.66321915,2.553142
1800.8666666666666,0.4348995,3.4885602
1800.9,-1.1948571,3.3520434
1800.9333333333334,-0.54791063,3.5949388
1800.9666666666667,-0.3389283,1.9400061
1801.0,-0.4014072,-0.14530528
1801.0333333333333,0.94657755,-1.5000592
1801.0666666666666,0.72757965,2.615287
1801.1,0.61119866,2.4771595
1801.1333333333334,-0.20893349,0.0016536904
1801.1666666666667,1.6400484,-3.2813668
1801.2,0.9149296,0.382085
1801.2333333333333,2.036709,0.8537811
1801.2666666666667,2.5450747,1.361956
1801.3,2.7419312,-3.1244242
1801.3333333333333,1.85125,2.4025342
1801.3666666666666,0.5107953,0.9378504
1801.4,1.2436935,4.1737256
1801.4333333333334,1.8339578,4.5661125
1801.4666666666667,2.4036236,4.2269664
1801.5,2.5919452,3.161914
1801.5333333333333,1.3073306,-0.30860275
1801.5666666666666,0.28507796,-1.7052753
1801.6,0.0075727464,1.7514647
1801.6333333333334,-0.14424285,0.95368624
1801.6666666666667,0.9589184,2.3893073
1801.7,-0.008161049,4.2322435
1801.7333333333333,0.571845,-1.3827214
1801.7666666666667,0.7234601,0.5484141
1801.8,-1.0522664,-0.97762865
1801.8333333333333,1.3916174,2.1465175
1801.8666666666666,2.237764,1.1136975
1801.9,2.7972236,2.3360848
1801.9333333333334,4.0714765,6.9719653
1801.9666666666667,4.9313188,4.4468064
1802.0,4.1534047,0.31909525
1802.0333333333333,4.775625,1.76323
1802.0666666666666,3.9741738,3.7843049
1802.1,3.743901,2.602324
1802.1333333333334,5.3398633,-1.6497073
1802.1666666666667,4.17618,-3.6262927
1802.2,3.2698023,-0.63157076
1802.2333333333333,3.1789575,1.5967641
1802.2666666666667,3.7951758,0.2550024
1802.3,4.5926924,-2.6738703
1802.3333333333333,4.975451,2.2686753
1802.3666666666666,5.6138887,5.1623096
1802.4,4.5555277,3.776805
1802.4333333333334,4.6997166,-0.81479627
1802.4666666666667,4.2455077,1.4333446
1802.5,2.7381697,4.3668966
1802.5333333333333,2.2628565,1.1874366
1802.5666666666666,2.0885382,2.5134292
1802.6,-0.12692712,0.33954102
1802.6333333333334,-1.9098641,-0.9285529
1802.6666666666667,-3.379532,-4.010926
1802.7,-5.06855,-4.907624
1802.7333333333333,-5.456563,-1.8611908
1802.7666666666667,-4.7611055,0.25642478
1802.8,-5.5845494,3.1025696
1802.8333333333333,-5.88309,2.8820221
1802.8666666666666,-4.673292,-1.3271986
1802.9,-4.7612796,0.77624565
1802.9333333333334,-4.493006,3.0949676
1802.9666666666667,-2.900604,3.691081
1803.0,-2.5647395,5.5016365
1803.0333333333333,-2.8641176,4.7504926
1803.0666666666666,-2.825921,4.6873326
1803.1,-1.2622249,-3.043653
